NULL,NULL,NULL,NULL,NULL,NULL
NULL,NULL,NULL,NULL,NULL,NULL
Class,Field,Name,Class,Field,Name,Name,Notes
GuiDisableButton,*,field_22082_a,*,*,*,isFocused,"If this value is true along isEnabled, keyTyped will process the keys."
GuiSelectWorld,*,field_22095_r,*,*,*,buttonRename,"the rename button in the world selection gui"
GuiSelectWorld,*,field_22096_q,*,*,*,deleting,"set to true if you arein the process of deleteing a world/save"
GuiSelectWorld,*,field_22097_p,*,*,*,field_22097_p,""
GuiSelectWorld,*,field_22098_o,*,*,*,field_22098_o,""
GuiSelectWorld,*,field_22099_n,*,*,*,worldSlotContainer,""
Item,*,field_220_p,*,*,*,swordWood,""
GuiSelectWorld,*,field_22100_m,*,*,*,saveList,"The save list for the world selection screen"
GuiSelectWorld,*,field_22101_l,*,*,*,selectedWorld,"the currently selected world"
GuiSelectWorld,*,field_22102_i,*,*,*,dateFormatter,"simple date formater"
GuiSelectWorld,*,field_22103_t,*,*,*,buttonDelete,"the delete button in the world selection gui"
GuiSelectWorld,*,field_22104_s,*,*,*,buttonSelect,"the select button in the world selection gui"
GuiYesNo,*,field_22105_l,*,*,*,field_22105_l,""
GuiYesNo,*,field_22106_k,*,*,*,field_22106_k,""
GuiVideoSettings,*,field_22107_a,*,*,*,field_22107_a,""
GuiVideoSettings,*,field_22108_k,*,*,*,field_22108_k,""
GuiVideoSettings,*,field_22109_i,*,*,*,field_22109_i,""
GuiVideoSettings,*,field_22110_h,*,*,*,field_22110_h,""
GuiMultiplayer,*,field_22111_h,*,*,*,field_22111_h,""
GuiRenameWorld,*,field_22112_a,*,*,*,field_22112_a,""
GuiRenameWorld,*,field_22113_i,*,*,*,field_22113_i,""
GuiRenameWorld,*,field_22114_h,*,*,*,field_22114_h,""
GuiTexturePacks,*,field_22128_k,*,*,*,guiTexturePackSlot,"the GuiTexturePackSlot that contains all the texture packs and their descriptions"
GuiCreateWorld,*,field_22130_l,*,*,*,createClicked,""
GuiCreateWorld,*,field_22131_a,*,*,*,field_22131_a,""
GuiCreateWorld,*,field_22132_k,*,*,*,folderName,""
GuiCreateWorld,*,field_22133_i,*,*,*,textboxSeed,""
GuiCreateWorld,*,field_22134_h,*,*,*,textboxWorldName,""
GuiOptions,*,field_22135_k,*,*,*,field_22135_k,""
World,*,field_22145_q,*,*,*,worldInfo,"holds information about a world (size on disk, time, spawn point, seed, ...)"
World,*,field_22146_A,*,*,*,allPlayersSleeping,"A flag indicating whether or not all players in the world are sleeping."
World,*,field_22147_p,*,*,*,saveHandler,""
SaveHandler,*,field_22155_b,*,*,*,saveDirectory,"The path to the current savegame directory"
SaveHandler,*,field_22156_a,*,*,*,logger,""
SaveHandler,*,field_22157_d,*,*,*,now,""
SaveHandler,*,field_22158_c,*,*,*,playersDirectory,"The directory in which to save player information"
SaveFormatComparator,*,field_22165_b,*,*,*,displayName,"the displayed name of this save file"
SaveFormatComparator,*,field_22166_a,*,*,*,fileName,"the file name of this save"
SaveFormatComparator,*,field_22167_e,*,*,*,field_22167_e,""
SaveFormatComparator,*,field_22168_d,*,*,*,field_22168_d,""
SaveFormatComparator,*,field_22169_c,*,*,*,field_22169_c,""
SaveFormatOld,*,field_22180_a,*,*,*,field_22180_a,""
McRegionChunkLoader,*,field_22184_a,*,*,*,worldDir,"The world directory"
RenderManager,*,field_22188_h,*,*,*,livingPlayer,"Rendermanager's variable for the player"
ChunkFilePattern,*,field_22189_a,*,*,*,field_22189_a,""
RegionFileCache,*,field_22195_a,*,*,*,field_22195_a,""
Item,*,field_221_o,*,*,*,swordSteel,""
RegionFile,*,field_22212_b,*,*,*,field_22212_b,""
RegionFile,*,field_22213_a,*,*,*,field_22213_a,""
RegionFile,*,field_22214_h,*,*,*,field_22214_h,""
RegionFile,*,field_22215_g,*,*,*,field_22215_g,""
RegionFile,*,field_22216_f,*,*,*,field_22216_f,""
RegionFile,*,field_22217_e,*,*,*,field_22217_e,""
RegionFile,*,field_22218_d,*,*,*,field_22218_d,""
RegionFile,*,field_22219_c,*,*,*,field_22219_c,""
EntityRenderer,*,field_22220_z,*,*,*,field_22220_z,""
EntityRenderer,*,field_22221_y,*,*,*,field_22221_y,""
EntityRenderer,*,field_22222_x,*,*,*,field_22222_x,""
EntityRenderer,*,field_22223_w,*,*,*,field_22223_w,""
EntityRenderer,*,field_22224_v,*,*,*,field_22224_v,""
EntityRenderer,*,field_22225_u,*,*,*,field_22225_u,""
EntityRenderer,*,field_22226_t,*,*,*,field_22226_t,""
EntityRenderer,*,field_22227_s,*,*,*,field_22227_s,""
EntityRenderer,*,field_22228_r,*,*,*,field_22228_r,""
EntityRenderer,*,field_22229_q,*,*,*,field_22229_q,""
EntityRenderer,*,field_22230_A,*,*,*,field_22230_A,""
EntityRenderer,*,field_22231_p,*,*,*,field_22231_p,""
EntityRenderer,*,field_22232_o,*,*,*,field_22232_o,""
EntityRenderer,*,field_22233_n,*,*,*,field_22233_n,""
EntityRenderer,*,field_22234_m,*,*,*,mouseFilterYAxis,""
EntityRenderer,*,field_22235_l,*,*,*,mouseFilterXAxis,""
PacketCounter,*,field_22237_b,*,*,*,totalBytes,"The total size of packets counted."
PacketCounter,*,field_22238_a,*,*,*,totalPackets,"The number of packets counted so far."
GuiSlot,*,field_22250_o,*,*,*,lastClicked,"the time when this button was last clicked."
GuiSlot,*,field_22251_n,*,*,*,selectedElement,"the element in the list that was selected"
GuiSlot,*,field_22252_m,*,*,*,amountScrolled,"how far down this slot has been scrolled"
GuiSlot,*,field_22253_l,*,*,*,scrollMultiplier,"what to multiply the amount you moved your mouse by(used for slowing down scrolling when over the items and no on scroll bar)"
GuiSlot,*,field_22254_k,*,*,*,initialClickY,"where the mouse was in the window when you first clicked to scroll"
GuiSlot,*,field_22255_j,*,*,*,scrollDownButtonID,"the buttonID of the button used to scroll down"
GuiSlot,*,field_22256_i,*,*,*,scrollUpButtonID,"button id of the button used to scroll up"
GuiSlot,*,field_22257_h,*,*,*,posZ,"z position of the slot (what layer it is)"
GuiSlot,*,field_22258_g,*,*,*,left,""
GuiSlot,*,field_22259_f,*,*,*,right,""
GuiSlot,*,field_22260_e,*,*,*,bottom,""
GuiSlot,*,field_22261_d,*,*,*,top,""
GuiSlot,*,field_22262_c,*,*,*,height,""
GuiSlot,*,field_22263_b,*,*,*,width,""
GuiSlot,*,field_22264_a,*,*,*,mc,""
GuiTexturePackSlot,*,field_22265_a,*,*,*,parentTexturePackGui,""
GuiWorldSlot,*,field_22266_a,*,*,*,parentWorldGui,""
TileEntityRenderer,*,field_22268_i,*,*,*,playerPitch,""
TileEntityRenderer,*,field_22269_h,*,*,*,playerYaw,""
TileEntityRenderer,*,field_22270_g,*,*,*,entityLivingPlayer,""
GameSettings,*,field_22271_G,*,*,*,field_22271_G,""
GameSettings,*,field_22272_F,*,*,*,field_22272_F,""
GameSettings,*,field_22273_E,*,*,*,field_22273_E,""
GameSettings,*,field_22274_D,*,*,*,smoothCamera,"Smooth Camera Toggle"
GameSettings,*,field_22275_C,*,*,*,field_22275_C,""
GameSettings,*,field_22276_A,*,*,*,showDebugInfo,"true if debug info should be displayed instead of version"
GameSettings,*,field_22277_y,*,*,*,hideGUI,""
GameSettings,*,field_22278_j,*,*,*,ambientOcclusion,"Smooth Lighting"
ModelBed,*,field_22279_b,*,*,*,field_22279_b,""
ModelBed,*,field_22280_a,*,*,*,field_22280_a,""
ModelBed,*,field_22281_c,*,*,*,bedDirection,""
RegionFileChunkBuffer,*,field_22283_b,*,*,*,field_22283_b,""
RegionFileChunkBuffer,*,field_22284_a,*,*,*,field_22284_a,""
RegionFileChunkBuffer,*,field_22285_c,*,*,*,field_22285_c,""
FontAllowedCharacters,*,field_22286_b,*,*,*,field_22286_b,""
Item,*,field_222_n,*,*,*,ingotGold,""
WorldInfo,*,field_22310_k,*,*,*,saveVersion,"Introduced in beta 1.3, is the save version for future control."
WorldInfo,*,field_22311_j,*,*,*,levelName,"The name of the save defined at world creation."
WorldInfo,*,field_22312_i,*,*,*,dimension,""
WorldInfo,*,field_22313_h,*,*,*,playerTag,""
WorldInfo,*,field_22314_g,*,*,*,sizeOnDisk,"The size of entire save of current world on the disk, isn't exactly."
WorldInfo,*,field_22315_f,*,*,*,lastTimePlayed,"The last time the player was in this world."
WorldInfo,*,field_22316_e,*,*,*,worldTime,"The current world time in range from 0 to 23999."
WorldInfo,*,field_22317_d,*,*,*,spawnZ,"The player spawn Z coordinate."
WorldInfo,*,field_22318_c,*,*,*,spawnY,"The player spawn Y coordinate."
WorldInfo,*,field_22319_b,*,*,*,spawnX,"The player spawn X coordinate."
WorldInfo,*,field_22320_a,*,*,*,randomSeed,"Holds the seed of the currently world."
FileMatcher,*,field_22325_b,*,*,*,field_22325_b,""
FileMatcher,*,field_22326_a,*,*,*,field_22326_a,""
FileMatcher,*,field_22327_c,*,*,*,field_22327_c,""
RenderBlocks,*,field_22333_Z,*,*,*,field_22333_Z,""
RenderBlocks,*,field_22334_Y,*,*,*,field_22334_Y,""
RenderBlocks,*,field_22335_X,*,*,*,field_22335_X,""
RenderBlocks,*,field_22336_W,*,*,*,field_22336_W,""
RenderBlocks,*,field_22337_V,*,*,*,field_22337_V,""
RenderBlocks,*,field_22338_U,*,*,*,field_22338_U,""
RenderBlocks,*,field_22339_T,*,*,*,field_22339_T,""
RenderBlocks,*,field_22340_S,*,*,*,colorBlueTopRight,"Blue color value for the top right corner"
RenderBlocks,*,field_22341_R,*,*,*,colorBlueBottomRight,"Blue color value for the bottom right corner"
RenderBlocks,*,field_22342_Q,*,*,*,colorBlueBottomLeft,"Blue color value for the bottom left corner"
RenderBlocks,*,field_22343_P,*,*,*,colorBlueTopLeft,"Blue color value for the top left corner"
RenderBlocks,*,field_22344_O,*,*,*,colorGreenTopRight,"Green color value for the top right corner"
RenderBlocks,*,field_22345_N,*,*,*,colorGreenBottomRight,"Green color value for the bottom right corner"
RenderBlocks,*,field_22346_M,*,*,*,colorGreenBottomLeft,"Green color value for the bottom left corner"
RenderBlocks,*,field_22347_L,*,*,*,colorGreenTopLeft,"Green color value for the top left corner"
RenderBlocks,*,field_22348_K,*,*,*,colorRedTopRight,"Red color value for the top right corner"
RenderBlocks,*,field_22349_J,*,*,*,colorRedBottomRight,"Red color value for the bottom right corner"
RenderBlocks,*,field_22350_I,*,*,*,colorRedBottomLeft,"Red color value for the bottom left corner"
RenderBlocks,*,field_22351_H,*,*,*,colorRedTopLeft,"Red color value for the top left corner"
RenderBlocks,*,field_22352_G,*,*,*,field_22352_G,""
RenderBlocks,*,field_22353_F,*,*,*,field_22353_F,""
RenderBlocks,*,field_22354_E,*,*,*,field_22354_E,""
RenderBlocks,*,field_22355_ae,*,*,*,field_22355_ae,""
RenderBlocks,*,field_22356_D,*,*,*,field_22356_D,""
RenderBlocks,*,field_22357_ad,*,*,*,field_22357_ad,""
RenderBlocks,*,field_22358_C,*,*,*,field_22358_C,""
RenderBlocks,*,field_22359_ac,*,*,*,field_22359_ac,""
RenderBlocks,*,field_22360_B,*,*,*,field_22360_B,""
RenderBlocks,*,field_22361_ab,*,*,*,field_22361_ab,""
RenderBlocks,*,field_22362_A,*,*,*,field_22362_A,""
RenderBlocks,*,field_22363_aa,*,*,*,field_22363_aa,""
RenderBlocks,*,field_22364_z,*,*,*,field_22364_z,""
RenderBlocks,*,field_22365_y,*,*,*,field_22365_y,""
RenderBlocks,*,field_22366_x,*,*,*,field_22366_x,""
RenderBlocks,*,field_22367_w,*,*,*,field_22367_w,""
RenderBlocks,*,field_22368_v,*,*,*,field_22368_v,""
RenderBlocks,*,field_22369_u,*,*,*,field_22369_u,""
RenderBlocks,*,field_22370_t,*,*,*,field_22370_t,""
RenderBlocks,*,field_22371_s,*,*,*,field_22371_s,""
RenderBlocks,*,field_22372_r,*,*,*,field_22372_r,""
RenderBlocks,*,field_22373_q,*,*,*,field_22373_q,""
RenderBlocks,*,field_22374_p,*,*,*,field_22374_p,""
RenderBlocks,*,field_22375_o,*,*,*,field_22375_o,""
RenderBlocks,*,field_22376_n,*,*,*,field_22376_n,""
RenderBlocks,*,field_22377_m,*,*,*,field_22377_m,""
RenderBlocks,*,field_22378_l,*,*,*,aoLightValueZPos,"Light value one block more in z axis"
RenderBlocks,*,field_22379_k,*,*,*,aoLightValueYPos,"Light value one block more in y axis"
RenderBlocks,*,field_22380_j,*,*,*,aoLightValueXPos,"Light value one block more in x axis"
RenderBlocks,*,field_22381_i,*,*,*,aoLightValueZNeg,"Light value one block more in z axis"
RenderBlocks,*,field_22382_h,*,*,*,aoLightValueYNeg,"Light value one block more in y axis"
RenderBlocks,*,field_22383_g,*,*,*,aoLightValueXNeg,"Light value one block less in x axis"
RenderBlocks,*,field_22384_f,*,*,*,field_22384_f,""
RenderBlocks,*,field_22385_e,*,*,*,enableAO,"Whether ambient occlusion is enabled or not"
MouseFilter,*,field_22387_b,*,*,*,field_22387_b,""
MouseFilter,*,field_22388_a,*,*,*,field_22388_a,""
MouseFilter,*,field_22389_c,*,*,*,field_22389_c,""
SpawnerAnimals,*,field_22391_a,*,*,*,nightSpawnEntities,"An array of entity classes that spawn at night."
ChunkFolderPattern,*,field_22392_a,*,*,*,field_22392_a,""
ChunkCoordinates,*,field_22394_b,*,*,*,y,""
ChunkCoordinates,*,field_22395_a,*,*,*,x,""
ChunkCoordinates,*,field_22396_c,*,*,*,z,""
Item,*,field_223_m,*,*,*,ingotIron,""
Item,*,field_224_l,*,*,*,diamond,""
Item,*,field_225_k,*,*,*,coal,""
Item,*,field_226_j,*,*,*,arrow,""
Item,*,field_227_i,*,*,*,bow,""
Item,*,field_228_h,*,*,*,appleRed,""
Item,*,field_230_f,*,*,*,axeSteel,""
Item,*,field_231_e,*,*,*,pickaxeSteel,""
Item,*,field_232_d,*,*,*,shovelSteel,""
Item,*,field_233_c,*,*,*,itemsList,"A 32000 elements Item array."
Item,*,field_235_Z,*,*,*,legsChain,""
Item,*,field_236_Y,*,*,*,plateChain,""
Item,*,field_237_X,*,*,*,helmetChain,""
Item,*,field_238_W,*,*,*,bootsLeather,""
Item,*,field_239_V,*,*,*,legsLeather,""
Item,*,field_240_U,*,*,*,plateLeather,""
Item,*,field_241_T,*,*,*,helmetLeather,""
Item,*,field_242_S,*,*,*,bread,""
Item,*,field_243_R,*,*,*,wheat,""
Item,*,field_244_Q,*,*,*,seeds,""
Item,*,field_245_P,*,*,*,hoeGold,""
Item,*,field_246_O,*,*,*,hoeDiamond,""
Item,*,field_247_N,*,*,*,hoeSteel,""
Item,*,field_248_M,*,*,*,hoeStone,""
EntityPlayer,*,field_24900_bi,*,*,*,field_24900_bi,""
Item,*,field_249_L,*,*,*,hoeWood,""
Minecraft,*,field_25001_G,*,*,*,field_25001_G,""
Minecraft,*,field_25002_t,*,*,*,field_25002_t,""
Item,*,field_25010_ba,*,*,*,cookie,"The cookie inventory item."
ItemFood,*,field_25013_bi,*,*,*,isWolfsFavoriteMeat,"Whether wolves like this food (true for raw and cooked porkchop)."
SlotCrafting,*,field_25015_e,*,*,*,field_25015_e,""
Block,*,field_25017_bj,*,*,*,lockedChest,"Is the april fools secret locked chest, only spawn on new chunks on 1st April."
Packet70,*,field_25019_b,*,*,*,field_25019_b,""
Packet70,*,field_25020_a,*,*,*,field_25020_a,""
EntityHeartFX,*,field_25022_a,*,*,*,field_25022_a,""
EntityWolf,*,field_25048_b,*,*,*,field_25048_b,""
EntityWolf,*,field_25049_a,*,*,*,looksWithInterest,"This flag is set when the wolf is looking at a player with interest, i.e. with tilted head. This happens when tamed wolf is wound and player holds porkchop (raw or cooked), or when wild wolf sees bone in player's hands."
EntityWolf,*,field_25050_i,*,*,*,field_25050_i,""
EntityWolf,*,field_25051_h,*,*,*,timeWolfIsShaking,"This time increases while wolf is shaking and emitting water particles."
EntityWolf,*,field_25052_g,*,*,*,field_25052_g,""
EntityWolf,*,field_25053_f,*,*,*,field_25053_f,""
EntityWolf,*,field_25054_c,*,*,*,field_25054_c,""
TileEntitySign,*,field_25062_c,*,*,*,field_25062_c,""
MobSpawnerBase,*,field_25064_t,*,*,*,field_25064_t,""
MobSpawnerBase,*,field_25065_s,*,*,*,field_25065_s,""
MobSpawnerBase,*,field_25066_r,*,*,*,spawnableMonsterList,"Holds the classes of IMobs (hostile mobs) that can be spawned in the biome."
StatBasic,*,field_25069_f,*,*,*,field_25069_f,""
StatBasic,*,field_25070_e,*,*,*,field_25070_e,""
StatBasic,*,field_25071_d,*,*,*,field_25071_d,""
StatCrafting,*,field_25073_a,*,*,*,field_25073_a,""
Achievement,*,field_25074_b,*,*,*,field_25074_b,""
Achievement,*,field_25075_a,*,*,*,field_25075_a,""
Achievement,*,field_25076_c,*,*,*,field_25076_c,""
StatDistance,*,field_25077_a,*,*,*,field_25077_a,""
StatTime,*,field_25078_a,*,*,*,field_25078_a,""
GuiAchievement,*,field_25081_b,*,*,*,field_25081_b,""
GuiAchievement,*,field_25082_a,*,*,*,field_25082_a,""
GuiAchievement,*,field_25083_f,*,*,*,field_25083_f,""
GuiAchievement,*,field_25084_e,*,*,*,field_25084_e,""
GuiAchievement,*,field_25085_d,*,*,*,field_25085_d,""
GuiAchievement,*,field_25086_c,*,*,*,field_25086_c,""
XGuiUmmm,*,field_25089_b,*,*,*,field_25089_b,""
XGuiUmmm,*,field_25090_a,*,*,*,field_25090_a,""
GuiScreen,*,field_25091_h,*,*,*,field_25091_h,""
GuiLockedChest,*,field_25094_a,*,*,*,field_25094_a,""
GuiLockedChest,*,field_25095_i,*,*,*,field_25095_i,""
GuiMainMenu,*,field_25096_l,*,*,*,field_25096_l,""
Item,*,field_250_K,*,*,*,gunpowder,""
XBlah,*,field_25101_b,*,*,*,field_25101_b,""
XBlah,*,field_25102_a,*,*,*,field_25102_a,""
ModelWolf,*,field_25104_k,*,*,*,field_25104_k,""
ModelWolf,*,field_25105_j,*,*,*,field_25105_j,""
ModelWolf,*,field_25106_i,*,*,*,field_25106_i,""
ModelWolf,*,field_25107_h,*,*,*,field_25107_h,""
ModelWolf,*,field_25108_g,*,*,*,field_25108_g,""
ModelWolf,*,field_25109_f,*,*,*,field_25109_f,""
ModelWolf,*,field_25110_e,*,*,*,field_25110_e,""
ModelWolf,*,field_25111_d,*,*,*,field_25111_d,""
ModelWolf,*,field_25112_c,*,*,*,field_25112_c,""
ModelWolf,*,field_25113_b,*,*,*,field_25113_b,""
ModelWolf,*,field_25114_a,*,*,*,wolfHeadMain,"main box for the wolf head"
ScaledResolution,*,field_25120_b,*,*,*,field_25120_b,""
ScaledResolution,*,field_25121_a,*,*,*,field_25121_a,""
GuiSlot,*,field_25123_p,*,*,*,field_25123_p,""
XErrr,*,field_25128_s,*,*,*,field_25128_s,""
XErrr,*,field_25129_r,*,*,*,field_25129_r,""
XErrr,*,field_25130_q,*,*,*,field_25130_q,""
XErrr,*,field_25131_p,*,*,*,field_25131_p,""
XErrr,*,field_25132_o,*,*,*,field_25132_o,""
XErrr,*,field_25133_n,*,*,*,field_25133_n,""
XErrr,*,field_25134_m,*,*,*,field_25134_m,""
XErrr,*,field_25135_l,*,*,*,field_25135_l,""
XErrr,*,field_25136_k,*,*,*,field_25136_k,""
XErrr,*,field_25137_j,*,*,*,field_25137_j,""
XErrr,*,field_25138_i,*,*,*,field_25138_i,""
XErrr,*,field_25139_h,*,*,*,field_25139_h,""
XErrr,*,field_25140_g,*,*,*,field_25140_g,""
XErrr,*,field_25141_f,*,*,*,field_25141_f,""
XErrr,*,field_25142_e,*,*,*,field_25142_e,""
XErrr,*,field_25143_d,*,*,*,field_25143_d,""
XErrr,*,field_25144_c,*,*,*,field_25144_c,""
XErrr,*,field_25145_b,*,*,*,field_25145_b,""
XErrr,*,field_25146_a,*,*,*,field_25146_a,""
GameSettings,*,field_25147_K,*,*,*,field_25147_K,""
GameSettings,*,field_25148_H,*,*,*,field_25148_H,""
StatList,*,field_25158_z,*,*,*,field_25158_z,""
StatList,*,field_25159_y,*,*,*,field_25159_y,""
StatList,*,field_25160_x,*,*,*,field_25160_x,""
StatList,*,field_25161_w,*,*,*,field_25161_w,""
StatList,*,field_25162_v,*,*,*,field_25162_v,""
StatList,*,field_25163_u,*,*,*,field_25163_u,""
StatList,*,field_25164_E,*,*,*,field_25164_E,""
StatList,*,field_25165_t,*,*,*,field_25165_t,""
StatList,*,field_25166_D,*,*,*,field_25166_D,""
StatList,*,field_25167_s,*,*,*,field_25167_s,""
StatList,*,field_25168_r,*,*,*,field_25168_r,""
StatList,*,field_25169_C,*,*,*,field_25169_C,""
StatList,*,field_25170_B,*,*,*,field_25170_B,""
StatList,*,field_25171_q,*,*,*,field_25171_q,""
StatList,*,field_25172_A,*,*,*,field_25172_A,""
StatList,*,field_25173_p,*,*,*,field_25173_p,""
StatList,*,field_25174_o,*,*,*,field_25174_o,""
StatList,*,field_25175_n,*,*,*,field_25175_n,""
StatList,*,field_25176_m,*,*,*,field_25176_m,""
StatList,*,field_25177_l,*,*,*,field_25177_l,""
StatList,*,field_25178_k,*,*,*,field_25178_k,""
StatList,*,field_25179_j,*,*,*,field_25179_j,""
StatList,*,field_25180_i,*,*,*,field_25180_i,""
StatList,*,field_25181_h,*,*,*,field_25181_h,""
StatList,*,field_25182_g,*,*,*,field_25182_g,""
StatList,*,field_25183_f,*,*,*,field_25183_f,""
StatList,*,field_25184_e,*,*,*,field_25184_e,""
StatList,*,field_25185_d,*,*,*,field_25185_d,""
StatList,*,field_25186_c,*,*,*,field_25186_c,""
StatList,*,field_25187_b,*,*,*,field_25187_b,""
StatList,*,field_25188_a,*,*,*,field_25188_a,""
RenderEngine,*,field_25189_l,*,*,*,field_25189_l,""
AchievementList,*,field_25195_b,*,*,*,field_25195_b,""
AchievementList,*,field_25196_a,*,*,*,field_25196_a,""
AchievementList,*,field_25197_d,*,*,*,field_25197_d,""
AchievementList,*,field_25198_c,*,*,*,field_25198_c,""
Item,*,field_251_J,*,*,*,feather,""
StatCollector,*,field_25201_a,*,*,*,field_25201_a,""
AchievementMap,*,field_25209_b,*,*,*,field_25209_b,""
AchievementMap,*,field_25210_a,*,*,*,field_25210_a,""
SpawnListEntry,*,field_25211_b,*,*,*,field_25211_b,""
SpawnListEntry,*,field_25212_a,*,*,*,field_25212_a,""
Item,*,field_252_az,*,*,*,doorSteel,""
Item,*,field_253_I,*,*,*,silk,""
Item,*,field_254_ay,*,*,*,saddle,""
Item,*,field_255_H,*,*,*,axeGold,""
Item,*,field_256_ax,*,*,*,minecartEmpty,""
Item,*,field_257_G,*,*,*,pickaxeGold,""
Item,*,field_258_aw,*,*,*,bucketLava,""
Item,*,field_259_F,*,*,*,shovelGold,""
Item,*,field_261_E,*,*,*,swordGold,""
Item,*,field_262_au,*,*,*,bucketEmpty,""
Item,*,field_263_D,*,*,*,bowlSoup,""
Item,*,field_264_C,*,*,*,bowlEmpty,""
Item,*,field_265_at,*,*,*,doorWood,""
Item,*,field_266_B,*,*,*,stick,""
Item,*,field_267_as,*,*,*,sign,""
Item,*,field_268_A,*,*,*,axeDiamond,""
Item,*,field_269_ar,*,*,*,appleGold,""
Item,*,field_270_aq,*,*,*,painting,""
Item,*,field_272_ao,*,*,*,porkRaw,""
Item,*,field_273_an,*,*,*,flint,""
Item,*,field_274_am,*,*,*,bootsGold,""
Item,*,field_275_al,*,*,*,legsGold,""
Item,*,field_276_ak,*,*,*,plateGold,""
Item,*,field_277_aj,*,*,*,helmetGold,""
Item,*,field_278_ai,*,*,*,bootsDiamond,""
Item,*,field_279_ah,*,*,*,legsDiamond,""
Item,*,field_280_ag,*,*,*,plateDiamond,""
Item,*,field_281_af,*,*,*,helmetDiamond,""
Item,*,field_282_ae,*,*,*,bootsSteel,""
Item,*,field_283_ad,*,*,*,legsSteel,""
Item,*,field_284_ac,*,*,*,plateSteel,""
Item,*,field_285_ab,*,*,*,helmetSteel,""
Item,*,field_286_aa,*,*,*,bootsChain,""
Item,*,field_287_aW,*,*,*,bFull3D,"If true, render the object in full 3D, like weapons and tools."
Item,*,field_289_aU,*,*,*,maxDamage,"Maximum damage an item can handle."
Item,*,field_290_aT,*,*,*,maxStackSize,"Maximum size of the stack."
Item,*,field_291_aS,*,*,*,shiftedIndex,"Item index + 256"
Item,*,field_293_aQ,*,*,*,record13,""
Item,*,field_296_aN,*,*,*,egg,""
Item,*,field_299_aK,*,*,*,slimeBall,""
Item,*,field_302_aH,*,*,*,reed,""
Item,*,field_303_aG,*,*,*,clay,""
Item,*,field_305_aE,*,*,*,bucketMilk,""
Item,*,field_306_aD,*,*,*,leather,""
Item,*,field_308_aB,*,*,*,snowball,""
Item,*,field_309_aA,*,*,*,redstone,""
ItemArmor,*,field_310_a,*,*,*,armorLevel,"Stores the armor level: 0 is leather, 1 is chain or gold, 2 is steel and 3 is diamond."
ItemArmor,*,field_311_aZ,*,*,*,renderIndex,"Used on RenderPlayer to select the correspondent armor to be rendered on the player: 0 is cloth, 1 is chain, 2 is iron, 3 is diamond and 4 is gold."
ItemArmor,*,field_312_aY,*,*,*,damageReduceAmount,"Holds the amount of damage that the armor reduces at full durability."
ItemArmor,*,field_313_aX,*,*,*,armorType,"Stores the armor type: 0 is helmet, 1 is plate, 2 is legs and 3 is boots"
ItemArmor,*,field_314_bb,*,*,*,maxDamageArray,"Holds the 'base' maxDamage that each armorType have."
ItemArmor,*,field_315_ba,*,*,*,damageReduceAmountArray,"Holds the amount of damage reduction that each armorType has."
ItemRecord,*,field_316_a,*,*,*,recordName,"The name of the record."
ItemMinecart,*,field_317_a,*,*,*,minecartType,""
ItemSeeds,*,field_318_a,*,*,*,field_318_a,""
ItemSword,*,field_319_a,*,*,*,weaponDamage,""
ItemReed,*,field_320_a,*,*,*,field_320_a,""
ItemDoor,*,field_321_a,*,*,*,field_321_a,""
ItemTool,*,field_323_aZ,*,*,*,damageVsEntity,""
ItemTool,*,field_324_aY,*,*,*,efficiencyOnProperMaterial,""
ItemTool,*,field_325_aX,*,*,*,blocksEffectiveAgainst,"Array of blocks the tool has extra effect against."
ItemSpade,*,field_326_aX,*,*,*,blocksEffectiveAgainst,"an array of the blocks this spade is effective against"
ItemAxe,*,field_327_aX,*,*,*,blocksEffectiveAgainst,"an array of the blocks this axe is effective against"
ItemPickaxe,*,field_329_aX,*,*,*,blocksEffectiveAgainst,"an array of the blocks this pickaxe is effective against"
ItemBlock,*,field_330_a,*,*,*,blockID,"The block ID of the Block associated with this ItemBlock"
ItemBucket,*,field_331_a,*,*,*,isFull,"field for checking if the bucket has been filled."
Item,*,field_332_a,*,*,*,itemName,"full name of item from language file"
Block,*,field_333_z,*,*,*,sapling,""
Block,*,field_334_y,*,*,*,planks,""
Block,*,field_335_x,*,*,*,cobblestone,""
Block,*,field_336_w,*,*,*,dirt,""
Block,*,field_337_v,*,*,*,grass,""
Block,*,field_338_u,*,*,*,stone,""
Block,*,field_339_t,*,*,*,lightValue,"Amount of light emitted"
Block,*,field_340_s,*,*,*,field_340_s,""
Block,*,field_341_r,*,*,*,lightOpacity,"How much light is subtracted for going through this block"
Block,*,field_342_q,*,*,*,isBlockContainer,"Can this block be type casted to a BlockContainer (list indexed on blockIDs)"
Block,*,field_343_p,*,*,*,opaqueCubeLookup,"An array of 256 booleans corresponding to the result of the isOpaqueCube() method for each block ID"
Block,*,field_344_o,*,*,*,tickOnLoad,"List of whether this blockType will run its tick on loading or not"
Block,*,field_345_n,*,*,*,blocksList,"List of ly/ff (BlockType) containing the already registered blocks."
Block,*,field_354_e,*,*,*,soundPowderFootstep,""
Block,*,field_355_bo,*,*,*,slipperiness,"Determines how much velocity is maintained while moving on top of this block"
Block,*,field_356_bn,*,*,*,blockMaterial,"Block material definition."
Block,*,field_357_bm,*,*,*,blockParticleGravity,""
